indx,N,Category,Start,Click,End,Descriptors,Des_1,Des_2,Des_3,Des_4,Des_5,Des_6
2021,9.0,R Shot On,48:24:10,48:26:10,48:30:21,,G3,e5,s20,HLs,,
2022,11.0,L Grounded Pass,48:40:04,48:42:04,48:43:04,,TB,c3,B4,i3,,
2023,21.0,R Unsucc Pass,48:45:08,48:47:08,48:48:08,,B4,h1,TB,h7,,
2024,22.0,R Unsucc Pass,48:46:05,48:48:05,48:50:00,,G3,g8,TG,e4,,
2025,4.0,L Unsucc Pass,49:16:05,49:18:05,49:19:05,,TB,d4,B4,g5,,
2026,56.0,R Grounded Pass,49:29:05,49:31:05,49:32:05,,TB,c9,B4,g10,,
2027,23.0,R Unsucc Pass,49:30:09,49:32:09,49:33:09,,B4,f10,TB,d9,,
2028,6.0,R Shot Wide,50:08:06,50:10:06,50:11:06,,B4,b9,OT 7,,,
2029,57.0,R Grounded Pass,51:08:22,51:10:22,51:11:22,,TB,c8,B4,a10,,
2030,58.0,R Grounded Pass,51:12:04,51:14:04,51:15:04,,B4,b10,TB,h10,,
2031,10.0,R Shot On,51:13:15,51:15:15,51:16:15,,TB,g11,s11,,,
2032,12.0,L Grounded Pass,51:23:11,51:25:11,51:26:11,,TB,b6,B4,f9,,
2033,2.0,R Shot Post,51:25:11,51:27:11,51:28:11,,B4,f10,s18,HLs,,
2034,59.0,R Grounded Pass,51:50:16,51:52:16,51:53:16,,TB,d3,B4,h5,,
2035,60.0,R Grounded Pass,51:55:18,51:57:18,51:58:18,,B4,g10,TB,c11,,
2036,1.0,L Shot On,51:56:19,51:58:19,51:59:19,,TB,d10,s22,Big Chance,,
2037,11.0,R Shot On,51:57:21,51:59:21,52:00:21,,TB,f11,s16,Big Chance,,
2038,61.0,R Grounded Pass,52:31:10,52:33:10,52:34:10,,TB,c3,B4,b5,,
2039,24.0,R Unsucc Pass,52:33:19,52:35:19,52:36:19,,B4,b5,TB,f9,,
2040,62.0,R Grounded Pass,52:36:04,52:38:04,52:39:04,,B4,b5,TB,d9,,
2041,25.0,R Unsucc Pass,52:47:15,52:49:15,52:50:20,,TB,b10,B4,f10,,
2042,26.0,R Unsucc Pass,53:07:12,53:09:12,53:10:12,,TB,e2,B4,e6,,
2043,63.0,R Grounded Pass,53:28:11,53:30:11,53:31:11,,B4,f4,TB,h7,,
2044,64.0,R Grounded Pass,53:32:03,53:34:03,53:35:03,,TB,g10,B4,e10,,
2045,,R Unsucc Pass,52:47:15,52:49:15,52:50:20,,TB,b10,B4,f10,,
2046,26.0,R Unsucc Pass,53:07:12,53:09:12,53:10:12,,TB,e2,B4,e6,,
2047,63.0,R Grounded Pass,53:28:11,53:30:11,53:31:11,,B4,f4,TB,h7,,
2048,64.0,R Grounded Pass,53:32:03,53:34:03,53:35:03,,TB,g10,B4,e10,,
2049,12.0,R Shot On,53:33:11,53:35:11,53:36:11,,B4,e10,s16,Big Chance,,
2050,27.0,R Unsucc Pass,53:45:15,53:47:15,53:48:15,,TB,f7,B4,d10,,
2051,28.0,R Unsucc Pass,54:05:15,54:07:15,54:08:15,,TB,h10,B4,c11,,
2052,65.0,R Grounded Pass,54:54:13,54:56:13,54:57:13,,TB,d5,B4,h6,,
2053,29.0,R Unsucc Pass,54:57:02,54:59:02,55:00:02,,B4,g9,TB,d11,,
2054,30.0,R Unsucc Pass,55:38:02,55:40:02,55:41:02,,TB,g12,B4,e11,,
2055,31.0,R Unsucc Pass,55:46:20,55:48:20,55:49:20,,TB,g10,B4,d11,,
